Node,"['Kingdom', 'N', 'C']"
299628,"['E', 'Aedes', 'Mosquito']"
55967,"['E', 'Aedes', 'Mosquito']"
7163,"['E', 'Aedes', 'Inland']"
317808,"['E', 'Aedes', 'Mosquito']"
69821,"['E', 'Aedes', 'Mosquito']"
56265,"['E', 'Aegolius', 'Northern']"
172761,"['E', 'Aegla', 'Freshwater']"
206943,"['E', 'Aegialia', 'Aegialian']"
4483,"['E', 'Aegilops', 'Spach']"
762617,"['E', 'Aegithalos', 'Black-browed']"
73327,"['E', 'Aegithalos', 'Long-tailed']"
48279,"['E', 'Aegotheles', 'Australian']"
4485,"['E', 'Aegilops', 'Goatgrass']"
312068,"['E', 'Aegithalos', 'Black-throated']"
4493,"['E', 'Aegilops', 'Goatgrass']"
4481,"['E', 'Aegilops', 'Persian']"
130456,"['E', 'Aegilops', 'Jointed']"
1545397,"['E', 'Aegista', 'Snail']"
762613,"['E', 'Aegithalos', 'Sooty']"
103375,"['E', 'Aegolius', 'Boreal']"
762568,"['E', 'Aegithalos', 'Silver-throated']"
126850,"['E', 'Aegolius', 'Buff-fronted']"
671282,"['E', 'Aegotheles', 'Feline']"
4486,"['E', 'Aegilops', 'Goatgrass']"
68527,"['E', 'Aegle', 'Bael']"
8959,"['E', 'Aegypius', 'Cinereous']"
40902,"['E', 'Aegopodium', 'Ground']"
203862,"['B', 'Aegyptianella', '']"
191444,"['E', 'Aegotheles', 'New']"
4487,"['E', 'Aegilops', ""Sears'""]"
4573,"['E', 'Aegilops', 'Goatgrass']"
37682,"['E', 'Aegilops', ""Tausch's""]"
175021,"['E', 'Aegithina', 'Common']"
39391,"['E', 'Aegilops', 'Barbed']"
200361,"['E', 'Aegilops', 'Goatgrass']"
4491,"['E', 'Aegilops', 'Goatgrass']"
4492,"['E', 'Aegilops', 'Goatgrass']"
116981,"['E', 'Aegilops', 'Goatgrass']"
321389,"['E', 'Aelurostrongylus', 'Cat']"
96749,"['E', 'Aeluroscalabotes', 'Cat']"
232116,"['E', 'Aenictus', 'Black']"
1462428,"['A', 'Aenigmarchaeum', '']"
38134,"['E', 'Aeolothrips', 'Thrips']"
257879,"['E', 'Aeorestes', 'North']"
195873,"['E', 'Aeolidia', 'Sea']"
144567,"['E', 'Aeoloplides', 'Russian']"
30401,"['E', 'Aepypodius', 'Wattled']"
9897,"['E', 'Aepyceros', 'Impala']"
38598,"['E', 'Aepyprymnus', 'Rufous']"
2716527,"['E', 'Aequiyoldia', 'Antarctic']"
100776,"['E', 'Aequipecten', 'Queen']"
746697,"['B', 'Aequorivita', '']"
172531,"['E', 'Aequidens', 'Saddle']"
6100,"['E', 'Aequorea', 'Water']"
648,"['B', 'Aeromonas', '']"
29489,"['B', 'Aeromonas', '']"
31956,"['B', 'Aeromicrobium', '']"
344619,"['E', 'Aeria', 'Yellow-striped']"
380703,"['B', 'Aeromonas', '']"
644,"['B', 'Aeromonas', '']"
650,"['B', 'Aeromonas', '']"
651,"['B', 'Aeromonas', '']"
272557,"['A', 'Aeropyrum', '']"
56636,"['A', 'Aeropyrum', '']"
78694,"['E', 'Aeranthes', 'Orchid']"
382245,"['B', 'Aeromonas', '']"
645,"['B', 'Aeromonas', '']"
646,"['B', 'Aeromonas', '']"
29491,"['B', 'Aeromonas', '']"
190674,"['E', 'Aeronautes', 'White-throated']"
2976812,"['B', 'Aerococcus', '']"
998088,"['B', 'Aeromonas', '']"
654,"['B', 'Aeromonas', '']"
655812,"['B', 'Aerococcus', '']"
207699,"['E', 'Aerodramus', 'Volcano']"
12921,"['E', 'Aeshna', 'Southern']"
43364,"['E', 'Aesculus', 'Horse']"
43872,"['E', 'Aesculus', 'Red']"
77227,"['E', 'Aethalops', 'Pygmy']"
434059,"['E', 'Aethionema', 'Lebanon']"
28685,"['E', 'Aethia', 'Crested']"
40954,"['E', 'Aethusa', ""Fool's""]"
420948,"['E', 'Aetobatus', 'Longheaded']"
72657,"['E', 'Aethionema', 'Persian']"
87140,"['E', 'Aetobatus', 'Spotted']"
202667,"['E', 'Aethionema', 'Opposite-leaf']"
28699,"['E', 'Aethia', 'Parakeet']"
28686,"['E', 'Aethia', 'Least']"
28687,"['E', 'Aethia', 'Whiskered']"
327776,"['E', 'Aethaloperca', 'Redmouth']"
202778,"['E', 'Aethionema', 'Candy']"
116153,"['E', 'Aethina', 'Small']"
475778,"['V', 'Avian', 'AEV']"
475780,"['V', 'Avian', 'AEV']"
475779,"['V', 'Avian', 'AEV']"
1031710,"['B', 'Afipia', '']"
504832,"['B', 'Afipia', '']"
40137,"['B', 'Afipia', '']"
1035,"['B', 'Afipia', 'Cat']"
1080,"['B', 'Afifella', 'Rhodobium']"
209897,"['B', 'Afifella', '']"
9076,"['E', 'Afropavo', 'Congo']"
56897,"['E', 'Afrocarpus', 'African']"
421919,"['E', 'Afrogethes', ""Paterson's""]"
235266,"['V', 'Acidianus', 'AFV-1']"
654909,"['V', 'Acidianus', 'AFV-1']"
300186,"['V', 'Acidianus', 'AFV-2']"
654910,"['V', 'Acidianus', 'AFV-2']"
89882,"['E', 'Agaricia', 'Purple']"
175446,"['E', 'Agama', 'Ground']"
39511,"['E', 'Agave', 'Fox']"
51501,"['E', 'Agapanthus', 'Lily']"
103336,"['E', 'Agama', 'Red-headed']"
82206,"['E', 'Agave', 'Tuberose']"
182262,"['B', 'Agarivorans', '']"
39510,"['E', 'Agave', 'Century']"
75990,"['E', 'Agalychnis', 'Blue-sided']"
52208,"['E', 'Agama', 'Southern']"
58027,"['E', 'Agathis', 'Kauri']"
936046,"['E', 'Agaricus', 'White']"
87249,"['E', 'Agaricus', 'Mushroom']"
5341,"['E', 'Agaricus', 'White']"
107770,"['E', 'Agabus', 'Water']"
59020,"['E', 'Agave', 'Squid']"
5343,"['E', 'Agaricus', 'Pavement']"
597362,"['E', 'Agaricus', 'White']"
88128,"['E', 'Agaricus', 'California']"
205702,"['E', 'Agave', 'Century']"
2510777,"['E', 'Agarophyton', 'Red']"
197464,"['E', 'Agalychnis', 'Red-eyed']"
56157,"['E', 'Agaricus', 'Field']"
60462,"['E', 'Agapornis', 'Grey-headed']"
1585285,"['E', 'Agallia', 'Constricted']"
51427,"['E', 'Agapanthus', 'African']"
105404,"['E', 'Agarum', 'Shotgun']"
60851,"['E', 'Agathis', 'Malayan']"
75988,"['E', 'Agalychnis', 'Giant']"
60463,"['E', 'Agapornis', ""Fischer's""]"
39269,"['E', 'Agastache', 'Blue']"
165097,"['E', 'Agaricia', 'Fragile']"
112803,"['E', 'Agave', 'Green']"
367765,"['E', 'Agaricia', 'Lowrelief']"
129731,"['E', 'Agama', ""Bibron's""]"
317382,"['E', 'Agalychnis', 'Lemur']"
87251,"['E', 'Agaricus', 'Giant']"
60464,"['E', 'Agapornis', 'Nyasa']"
39270,"['E', 'Agastache', 'Mexican']"
695500,"['E', 'Agaraea', 'Moth']"
60852,"['E', 'Agathis', 'Kauri']"
57373,"['E', 'Agathis', 'Moore']"
60465,"['E', 'Agapornis', 'Black-cheeked']"
83693,"['E', 'Agastachys', 'Fragrant']"
205703,"['E', 'Agave', 'Small-flowered']"
182818,"['E', 'Agaricus', 'Mushroom']"
60466,"['E', 'Agapornis', 'Yellow-collared']"
175468,"['E', 'Agama', 'Namib']"
186128,"['E', 'Agapanthus', 'African']"
60467,"['E', 'Agapornis', 'Red-headed']"
60854,"['E', 'Agathis', 'Queensland']"
60468,"['E', 'Agapornis', 'Rosy-faced']"
39271,"['E', 'Agastache', 'Korean']"
515619,"['B', 'Agathobacter', '']"
105626,"['E', 'Agassizia', 'Sea']"
317303,"['E', 'Agalychnis', 'Gliding']"
87253,"['E', 'Agaricus', 'Wine-colored']"
60469,"['E', 'Agapornis', 'Black-winged']"
386106,"['E', 'Agave', 'Tequila']"
1135959,"['E', 'Agama', 'Agama']"
83518,"['E', 'Agaricus', 'Poison']"
465447,"['V', 'American', 'AGCRV']"
131577,"['E', 'Agelastica', 'Alder']"
6908,"['E', 'Agelenopsis', 'North']"
102750,"['E', 'Ageratina', 'White']"
84835,"['E', 'Agelaioides', 'Bay-winged']"
313630,"['E', 'Agelas', 'Orange']"
68299,"['E', 'Ageratum', 'Tropical']"
295242,"['E', 'Agelas', 'Brown']"
555143,"['E', 'Agelasticus', 'Unicolored']"
295252,"['E', 'Agelas', 'Marine']"
55598,"['E', 'Ageratum', 'Bluemink']"
84773,"['E', 'Agelaius', 'Tawny-shouldered']"
293813,"['E', 'Agelena', 'Funnel-web']"
39638,"['E', 'Agelaius', 'Red-winged']"
313352,"['E', 'Agelaia', 'Neotropical']"
2723817,"['E', 'Agelas', 'Brown']"
555144,"['E', 'Agelasticus', 'Yellow-winged']"
9191,"['E', 'Agelaius', 'Tricolored']"
2724002,"['E', 'Agelaia', 'Wasp']"
84777,"['E', 'Agelaius', 'Yellow-shouldered']"
84778,"['E', 'Agelasticus', 'Pale-eyed']"
714,"['B', 'Aggregatibacter', 'Actinobacillus']"
668336,"['B', 'Aggregatibacter', '']"
634176,"['B', 'Aggregatibacter', '']"
732,"['B', 'Aggregatibacter', '']"
8718,"['E', 'Agkistrodon', 'Cantil']"
37195,"['E', 'Agkistrodon', 'Broad-banded']"
2782195,"['E', 'Agkistrodon', 'Florida']"
8713,"['E', 'Agkistrodon', 'Southern']"
8716,"['E', 'Agkistrodon', 'Eastern']"
459671,"['E', 'Agkistrodon', 'Western']"
104712,"['E', 'Aglaophamus', 'Marine']"
56648,"['E', 'Aglaeactis', 'Shining']"
472768,"['E', 'Aglaiocercus', 'Long-tailed']"
171570,"['E', 'Aglais', ""Milbert's""]"
2765,"['E', 'Aglaothamnion', 'Red']"
193166,"['E', 'Aglaothamnion', 'Red']"
111881,"['E', 'Aglais', 'Small']"
106026,"['E', 'Agonis', 'Australian']"
272002,"['E', 'Agonum', 'Ground']"
29659,"['E', 'Agrostis', 'Bent']"
204232,"['E', 'Agrostis', 'Colonial']"
40104,"['E', 'Agrius', 'Pink-spotted']"
55055,"['E', 'Agrius', 'Convolvulus']"
4593,"['E', 'Agropyron', 'Crested']"
64608,"['E', 'Agrocybe', 'Toadstool']"
184613,"['E', 'Agriosphodrus', 'Japanese']"
84605,"['E', 'Agrocybe', 'Little']"
176299,"['B', 'Agrobacterium', '']"
1183401,"['B', 'Agrobacterium', '']"
414309,"['E', 'Agromyza', 'Alfalfa']"
39848,"['E', 'Agrostemma', 'Common']"
56364,"['E', 'Agrotis', 'Black']"
292458,"['E', 'Agriotes', 'Lined']"
41986,"['B', 'Agromyces', '']"
555145,"['E', 'Agriornis', 'Grey-bellied']"
32217,"['E', 'Agrimonia', 'Small-flowered']"
224129,"['E', 'Agrilus', 'Emerald']"
476655,"['E', 'Agriocnemis', 'Pygmy']"
989724,"['E', 'Agriphila', 'Lesser']"
388924,"['B', 'Agromyces', '']"
74562,"['B', 'Agrobacterium', '']"
268951,"['B', 'Agrobacterium', '']"
47767,"['E', 'Agrotis', 'Turnip']"
252128,"['B', 'Agrobacterium', '']"
361,"['B', 'Agrobacterium', '']"
63632,"['E', 'Agrostis', 'Creeping']"
176298,"['B', 'Agrobacterium', '']"
176300,"['B', 'Agrobacterium', '']"
190386,"['B', 'Agrobacterium', '']"
370,"['B', 'Agrobacterium', '']"
371,"['B', 'Agrobacterium', '']"
372,"['B', 'Agrobacterium', '']"
260551,"['B', 'Agrobacterium', '']"
2795540,"['E', 'Agraulis', 'Gulf']"
373,"['B', 'Agrobacterium', '']"
1005071,"['E', 'Agylla', 'Moth']"
1140635,"['E', 'Agylla', 'Moth']"
3052270,"['V', 'Avon-Heathcote', 'AHEaBV']"
516993,"['V', 'Avian', 'AHEV']"
99486,"['V', 'Atlantic', 'AhNNV']"
33714,"['V', 'African', 'AHSV-1']"
48295,"['V', 'African', 'AHSV-2']"
117204,"['V', 'African', 'AHSV-3']"
36421,"['V', 'African', 'AHSV-4']"
86059,"['V', 'African', 'AHSV-5']"
86060,"['V', 'African', 'AHSV-6']"
86061,"['V', 'African', 'AHSV-7']"
86062,"['V', 'African', 'AHSV-8']"
10897,"['V', 'African', 'AHSV-9']"
37961,"['V', 'Atkinsonella', 'AhV']"
33705,"['V', 'Alcelaphine', 'AlHV-1']"
647331,"['V', 'Atkinsonella', 'AhV']"
193128,"['E', 'Aigialus', 'Marine']"
2768810,"['E', 'Ailanthus', 'Tree-of-heaven']"
9649,"['E', 'Ailurus', 'Lesser']"
9646,"['E', 'Ailuropoda', 'Giant']"
165204,"['E', 'Ailurops', 'Sulawesi']"
198934,"['E', 'Aimophila', 'Rufous-crowned']"
11582,"['V', 'Aino', '']"
8678,"['E', 'Aipysurus', 'Olive']"
72149,"['V', 'Aichi', 'AiV']"
650132,"['V', 'Aichi', 'AiV']"
8832,"['E', 'Aix', 'Mandarin']"
8833,"['E', 'Aix', 'Wood']"
544711,"['E', 'Ajellomyces', ""Darling's""]"
5037,"['E', 'Ajellomyces', ""Darling's""]"
447093,"['E', 'Ajellomyces', ""Darling's""]"
544712,"['E', 'Ajellomyces', ""Darling's""]"
2059318,"['E', 'Ajellomyces', ""Darling's""]"
653446,"['E', 'Ajellomyces', '']"
5039,"['E', 'Ajellomyces', 'Blastomyces']"
559297,"['E', 'Ajellomyces', '']"
49984,"['E', 'Ajuga', 'Yellow']"
38596,"['E', 'Ajuga', 'Bugle']"
19375,"['E', 'Akania', 'Turnipwood']"
2231603,"['E', 'Akanthomyces', 'Entomopathogenic']"
13331,"['E', 'Akebia', 'Chocolate']"
3022,"['E', 'Akkesiphycus', 'Brown']"
349741,"['B', 'Akkermansia', '']"
10070,"['E', 'Akodon', 'Highland']"
230186,"['E', 'Akodon', 'Colombian']"
251311,"['E', 'Akodon', 'White-bellied']"
29095,"['E', 'Akodon', ""Azara's""]"
10072,"['E', 'Akodon', 'Bolivian']"
291114,"['E', 'Akodon', ""Budin's""]"
29096,"['E', 'Akodon', 'Cursor']"
291113,"['E', 'Akodon', ""Day's""]"
240584,"['E', 'Akodon', 'Dolorous']"
291115,"['E', 'Akodon', 'Smoky']"
240588,"['E', 'Akodon', 'Intelligent']"
10073,"['E', 'Akodon', 'Junin']"
10074,"['E', 'Akodon', ""Koford's""]"
106110,"['E', 'Akodon', ""Lindbergh's""]"
10076,"['E', 'Akodon', 'Altiplano']"
10087,"['E', 'Akodon', 'Thespian']"
140761,"['E', 'Akodon', ""Molina's""]"
106112,"['E', 'Akodon', 'Montane']"
10075,"['E', 'Akodon', 'Soft']"
106113,"['E', 'Akodon', 'Caparao']"
29099,"['E', 'Akodon', 'El']"
230113,"['E', 'Akodon', 'Parana']"
306435,"['E', 'Akodon', ""Myers'""]"
230112,"['E', 'Akodon', ""Reig's""]"
106114,"['E', 'Akodon', 'Serrado']"
29100,"['E', 'Akodon', 'Cochabamba']"
230187,"['E', 'Akodon', ""Spegazzini's""]"
10077,"['E', 'Akodon', 'Puno']"
29101,"['E', 'Akodon', 'Chaco']"
10078,"['E', 'Akodon', 'Cloud']"
720635,"['E', 'Alabama', 'Cotton']"
88112,"['E', 'Alauda', 'Eurasian']"
16897,"['E', 'Alangium', 'Chinese']"
2889,"['E', 'Alaria', 'Irish']"
85048,"['E', 'Alasmidonta', 'Dwarf']"
96911,"['E', 'Alasmidonta', 'Elktoe']"
98221,"['E', 'Alaria', 'Ribbon']"
82047,"['E', 'Albuca', 'False']"
42349,"['E', 'Albinaria', 'Land']"
338969,"['B', 'Albidiferax', '']"
3813,"['E', 'Albizia', 'Silk']"
199156,"['E', 'Albizia', 'Kalkora']"
2890917,"['E', 'Albidella', '']"
205705,"['E', 'Albuca', 'Small']"
27820,"['E', 'Albinaria', 'Door']"
1859699,"['E', 'Albifimbria', 'Myrothecium']"
9853,"['E', 'Alces', 'European']"
162953,"['E', 'Alces', 'Ussuri']"
714350,"['E', 'Alcithoe', 'Sea']"
36245,"['E', 'Alcedo', 'Common']"
393595,"['B', 'Alcanivorax', '']"
59517,"['E', 'Alcelaphus', 'Hartebeest']"
930169,"['B', 'Alcanivorax', '']"
511,"['B', 'Alcaligenes', '']"
516,"['B', 'Alcaligenes', '']"
59520,"['E', 'Alcelaphus', ""Lichtenstein's""]"
68998,"['B', 'Alcaligenes', '']"
242601,"['B', 'Alcaligenes', '']"
512,"['B', 'Alcaligenes', '']"
28689,"['E', 'Alca', 'Razorbill']"
1069867,"['E', 'Alcithoe', 'Sea']"
85698,"['B', 'Alcaligenes', '']"
443748,"['E', 'Aldrichetta', 'Yellow-eye']"
167804,"['E', 'Aldabrachelys', 'Aldabra']"
369574,"['E', 'Alderia', 'Sea']"
516969,"['E', 'Alderia', 'Sea']"
72989,"['B', 'Alder', '']"
266942,"['E', 'Aleurochiton', 'Whitefly']"
641275,"['E', 'Alectrias', 'Stone']"
492023,"['E', 'Alepocephalus', ""Agassiz'""]"
179358,"['E', 'Alectis', 'Alexandria']"
183001,"['E', 'Alepidocline', '']"
492024,"['E', 'Alepocephalus', 'Small']"
5188,"['E', 'Aleuria', 'Orange']"
134618,"['E', 'Alepocephalus', ""Baird's""]"
443629,"['E', 'Alepocephalus', 'Bicolor']"
2925,"['E', 'Alexandrium', 'Red']"
9078,"['E', 'Alectoris', 'Chukar']"
179359,"['E', 'Alectis', 'African']"
1000661,"['E', 'Aleurocanthus', 'Camellia']"
2928,"['E', 'Alexandrium', 'Dinoflagellate']"
173327,"['E', 'Alepes', 'Shrimp']"
30099,"['E', 'Aleurodicus', 'Giant']"
167569,"['E', 'Aletris', 'Colic']"
2932,"['E', 'Alexandrium', 'Dinoflagellate']"
40178,"['E', 'Alectoris', 'Rock']"
81907,"['E', 'Alectura', 'Australian']"
100900,"['E', 'Alexandromys', ""Middendorf's""]"
39455,"['E', 'Alexandrium', 'Dinoflagellate']"
212130,"['E', 'Aleuroglyphus', 'Brown-legged']"
492027,"['E', 'Alepocephalus', 'Smalleye']"
798263,"['E', 'Alexfloydia', ""Floyd's""]"
9079,"['E', 'Alectoris', 'Red-legged']"
46040,"['E', 'Alectra', '']"
593793,"['E', 'Aleurocanthus', 'Orange']"
2926,"['E', 'Alexandrium', 'Red']"
170189,"['E', 'Alepocephalus', 'California']"
1655842,"['E', 'Alebra', 'Leafhopper']"
492028,"['E', 'Alepocephalus', 'Slickhead']"
364079,"['E', 'Algansea', 'Spottail']"
654901,"['V', 'Alcelaphine', 'AlHV-1']"
1388,"['B', 'Alicyclobacillus', '']"
521098,"['B', 'Alicyclobacillus', '']"
1356854,"['B', 'Alicyclobacillus', '']"
1048834,"['B', 'Alicyclobacillus', '']"
367737,"['B', 'Aliarcobacter', '']"
120010,"['E', 'Alisma', 'Water']"
402984,"['E', 'Aliatypus', 'Trapdoor']"
596153,"['B', 'Alicycliphilus', '']"
596154,"['B', 'Alicycliphilus', '']"
312309,"['B', 'Aliivibrio', '']"
679935,"['B', 'Alistipes', '']"
388396,"['B', 'Aliivibrio', '']"
668,"['B', 'Aliivibrio', '']"
322457,"['E', 'Aliatypus', 'Trapdoor']"
688,"['B', 'Aliivibrio', '']"
662937,"['E', 'Alionycteris', 'Mindanao']"
15000,"['E', 'Alisma', 'Common']"
1326985,"['E', 'Alicia', 'Tuberculate']"
316275,"['B', 'Aliivibrio', '']"
981110,"['E', 'Alitta', 'Pile']"
1094238,"['E', 'Aliatypus', 'Trapdoor']"
880429,"['E', 'Alitta', 'Sandworm']"
1445,"['B', 'Alkalihalobacillus', '']"
152573,"['B', 'Alkalimonas', '']"
2731377,"['B', 'Alkalicella', '']"
187272,"['B', 'Alkalilimnicola', '']"
86665,"['B', 'Halalkalibacterium', '']"
293826,"['B', 'Alkaliphilus', '']"
33120,"['E', 'Alkekengi', 'Chinese']"
350688,"['B', 'Alkaliphilus', '']"
221454,"['E', 'Alkekengi', 'Japanese']"
398511,"['B', 'Alkalihalophilus', '']"
79885,"['B', 'Alkalihalophilus', '']"
1548213,"['B', 'Alkalicoccus', '']"
172148,"['V', 'Alkhumra', 'ALKV']"
211114,"['B', 'Allokutzneria', '']"
115439,"['E', 'Allagoptera', 'Seashore']"
28691,"['E', 'Alle', 'Little']"
311402,"['B', 'Allorhizobium', '']"
64504,"['E', 'Allomyces', 'Aquatic']"
52818,"['E', 'Allamanda', 'Yellow']"
4679,"['E', 'Allium', 'Onion']"
28911,"['E', 'Allium', 'Shallot']"
201005,"['E', 'Allophylus', 'Tit-berry']"
290258,"['E', 'Allagoptera', 'Buri']"
688501,"['E', 'Allotria', 'False']"
92733,"['E', 'Allobates', 'Brilliant-thighed']"
35875,"['E', 'Allium', 'Welsh']"
406991,"['E', 'Alloxylon', 'Red']"
479881,"['E', 'Allobates', 'Striped']"
221223,"['E', 'Allium', 'Redskin']"
122398,"['E', 'Allionia', 'Trailing']"
100224,"['E', 'Allochrocebus', ""L'Hoest's""]"
578462,"['E', 'Allomyces', '']"
28583,"['E', 'Allomyces', '']"
8496,"['E', 'Alligator', 'American']"
181445,"['E', 'Allocyttus', 'Black']"
54135,"['E', 'Allenopithecus', ""Allen's""]"
414762,"['E', 'Allograpta', 'Hoverfly']"
224139,"['E', 'Allenrolfea', 'Iodine']"
29934,"['E', 'Allagelena', 'Funnel']"
126270,"['E', 'Alliaria', 'Garlic']"
4681,"['E', 'Allium', 'Leek']"
3586,"['E', 'Alluaudia', 'Madagascan']"
147649,"['E', 'Allochrocebus', ""Preuss's""]"
886377,"['B', 'Allomuricauda', '']"
526227,"['B', 'Allomeiothermus', '']"
4682,"['E', 'Allium', 'Garlic']"
217839,"['E', 'Alloispermum', '']"
74900,"['E', 'Allium', 'Chives']"
435756,"['E', 'Alloteropsis', 'Cockatoo']"
38654,"['E', 'Alligator', 'Chinese']"
147650,"['E', 'Allochrocebus', 'Sun-tailed']"
54069,"['E', 'Alloteuthis', 'Squid']"
51951,"['E', 'Allobates', 'Talamanca']"
207935,"['E', 'Allium', 'Textile']"
34307,"['E', 'Allosyncarpia', 'Anbinik']"
3043103,"['E', 'Allocebus', 'Hairy-eared']"
4683,"['E', 'Allium', 'Garlic']"
4684,"['E', 'Allium', 'Ramsons']"
572477,"['B', 'Allochromatium', '']"
1049,"['B', 'Allochromatium', '']"
144752,"['V', 'Allpahuayo', 'ALLV']"
61595,"['B', 'Allochromatium', '']"
83845,"['E', 'Alloxylon', 'Waratah']"
36602,"['E', 'Alniaria', 'Korean']"
38784,"['E', 'Alnus', 'European']"
3517,"['E', 'Alnus', 'European']"
3516,"['E', 'Alnus', 'White']"
21015,"['E', 'Alnus', 'Seaside']"
3518,"['E', 'Alnus', 'Green']"
30382,"['E', 'Alopochen', 'Egyptian']"
979739,"['E', 'Alopoglossus', 'Spectacled']"
45385,"['E', 'Aloe', 'Kidachi']"
30590,"['E', 'Alouatta', 'Red-handed']"
9502,"['E', 'Alouatta', 'Black']"
117798,"['E', 'Aloe', 'Bitter']"
117800,"['E', 'Aloe', 'Blue']"
182256,"['E', 'Alouatta', 'Brown']"
444139,"['E', 'Alopecoenas', 'White-bibbed']"
4456,"['E', 'Alocasia', 'Giant']"
1155789,"['E', 'Aloe', 'Soap']"
106274,"['E', 'Alonsoa', 'Mask']"
2066572,"['E', 'Alopecosa', 'Wolf']"
81473,"['E', 'Alopecurus', 'Slender']"
30589,"['E', 'Alouatta', 'Mantled']"
182253,"['E', 'Alouatta', 'Guatemalan']"
15304,"['E', 'Alopecurus', 'Meadow']"
121123,"['E', 'Alouatta', 'Bolivian']"
9503,"['E', 'Alouatta', 'Red']"
34773,"['E', 'Alosa', 'American']"
68860,"['E', 'Alonsoa', 'Mask']"
58940,"['E', 'Alophia', 'Mexican']"
34199,"['E', 'Aloe', 'Aloe']"
7852,"['E', 'Alopias', 'Common']"
195663,"['E', 'Alpheus', 'Snapping']"
195664,"['E', 'Alpheus', 'Banded']"
87356,"['E', 'Alpheus', 'Snapping']"
199618,"['E', 'Alpinia', 'Snap']"
87358,"['E', 'Alpheus', 'Snapping']"
29969,"['E', 'Alpheus', 'Dotted']"
29970,"['E', 'Alpheus', 'Cylindrical']"
27448,"['E', 'Alphitobius', 'Lesser']"
674293,"['E', 'Alpheus', 'Forceps']"
331275,"['E', 'Alpheus', 'Djeddah']"
87359,"['E', 'Alpheus', 'Estuarine']"
29971,"['E', 'Alpheus', 'Striped']"
94327,"['E', 'Alpinia', 'Greater']"
54109,"['E', 'Alpheus', 'Coral']"
87361,"['E', 'Alpheus', 'Hammerclaw']"
426605,"['E', 'Alpheus', ""Mills'""]"
29972,"['E', 'Alpheus', 'Snapping']"
199623,"['E', 'Alpinia', 'Lesser']"
29974,"['E', 'Alpheus', 'Smooth-claw']"
29973,"['E', 'Alpheus', 'Snapping']"
230707,"['E', 'Alpinia', 'Red']"
29976,"['E', 'Alpheus', 'Pistol']"
87363,"['E', 'Alpheus', 'Snapping']"
29977,"['E', 'Alpheus', 'Rock-boring']"
151042,"['E', 'Alpheopsis', 'Snapping']"
87364,"['E', 'Alpheus', 'Snapping']"
426604,"['E', 'Alpheus', 'Utria']"
209529,"['V', 'Aphid', 'ALPV']"
525436,"['E', 'Alpheus', 'Snapping']"
87365,"['E', 'Alpheus', 'Snapping']"
97723,"['E', 'Alpinia', 'Shell']"
56742,"['E', 'Alstroemeria', 'Peruvian']"
71970,"['E', 'Alstroemeria', 'Lily']"
71825,"['E', 'Alstroemeria', 'St.']"
71826,"['E', 'Alstroemeria', 'Peruvian']"
75983,"['E', 'Alstroemeria', 'Lily']"
105692,"['B', 'Alteromonas', '']"
5599,"['E', 'Alternaria', 'Alternaria']"
622360,"['E', 'Alternaria', 'Dark']"
119956,"['E', 'Alternaria', '']"
29001,"['E', 'Alternaria', 'Dark']"
213817,"['E', 'Alternanthera', 'Mat']"
216837,"['E', 'Alternaria', '']"
34792,"['E', 'Altolamprologus', 'Calvus']"
28108,"['B', 'Alteromonas', '']"
1004787,"['B', 'Alteromonas', '']"
98316,"['E', 'Alticola', 'Large-eared']"
1774373,"['B', 'Alteromonas', '']"
1004788,"['B', 'Alteromonas', '']"
1004785,"['B', 'Alteromonas', '']"
715451,"['B', 'Alteromonas', '']"
145745,"['E', 'Althaea', 'Common']"
1318466,"['B', 'Alteracholeplasma', '']"
262966,"['B', 'Alteromonas', '']"
1537994,"['B', 'Alteromonas', '']"
29457,"['B', 'Alteromonas', '']"
48100,"['E', 'Alternaria', '']"
29456,"['B', 'Alteromonas', '']"
232,"['B', 'Alteromonas', '']"
303710,"['E', 'Aluterus', 'Scrawled']"
11864,"['V', 'Avian', 'ALV']"
363745,"['V', 'Avian', 'ALV-A']"
85161,"['E', 'Alvaradoa', 'Mexican']"
2326,"['B', 'Alvinoconcha', '']"
56200,"['E', 'Alvikia', 'Marine']"
98103,"['E', 'Alvinocaris', 'Hydrothermal']"
214502,"['E', 'Alytes', 'Iberian']"
226036,"['E', 'Alyssum', 'Creeping']"
97955,"['E', 'Alytes', 'Mallorcan']"
8443,"['E', 'Alytes', 'Common']"
184265,"['E', 'Alyxia', 'Chain']"
12930,"['E', 'Amazona', 'Blue-fronted']"
60756,"['E', 'Amara', 'Ground']"
536885,"['E', 'Amara', 'Ground']"
51432,"['E', 'Amaryllis', 'Naked']"
87325,"['E', 'Amanita', 'Destroying']"
124761,"['E', 'Amaranthus', 'Mat']"
75867,"['E', 'Amazonetta', 'Brazilian']"
87326,"['E', 'Amanita', 'Brown']"
3567,"['E', 'Amaranthus', 'Love-lies-bleeding']"
2042712,"['E', 'Amarsipus', 'Amarsipa']"
145466,"['E', 'Amathia', 'Wool']"
117272,"['E', 'Amaranthus', 'Purple']"
1290859,"['E', 'Amazilia', 'Azure-crowned']"
262245,"['E', 'Amanita', 'Guangzhou']"
151760,"['E', 'Amazona', 'Mealy']"
580329,"['E', 'Amanita', '']"
67708,"['E', 'Amanita', 'East']"
240022,"['E', 'Amaranthus', ""Gregg's""]"
